id,release_date,revenue,title,vote_average,vote_count
13339,10/9/1987,3685862,Three OClock High,6.6,64
13341,7/22/2005,34252847,Bad News Bears,5.7,73
13342,8/13/1982,27092880,Fast Times at Ridgemont High,7,330
13346,3/28/1986,8200000,Lucas,6.4,53
13362,4/30/2007,274661,Taxi to the Dark Side,6.6,53
13364,6/24/2006,201275,Deliver Us from Evil,7.5,57
13370,4/16/2003,18750246,A Mighty Wind,6.6,75
13373,4/8/2005,6584159,Millions,6.3,106
13374,3/17/2005,27645491,Ice Princess,5.9,189
13376,11/27/2002,23833131,Eight Crazy Nights,5.3,100
13387,11/26/2008,108979549,Transporter 3,5.9,1110
13389,9/11/2008,73174566,Righteous Kill,5.9,382
13401,2/29/2008,22707064,The Accidental Husband,5.2,179
13405,7/3/2008,7400000,The Children of Huang Shi,6.5,53
13416,10/8/2004,61255921,Friday Night Lights,7,154
13435,12/19/2002,23367586,Antwone Fisher,6.7,140
13441,5/9/2002,1260761,Roger Dodger,6.3,61
13448,5/13/2009,356613439,Angels & Demons,6.5,2183
13455,2/6/2009,45465299,Push,5.9,671
13459,7/1/2008,4496912,Barbie in A Christmas Carol,6.5,71
13460,3/14/2008,22211426,Doomsday,5.8,374
13461,11/18/2005,5151936,Melissa P.,4.1,96
13474,11/9/2007,7766240,P2,5.7,162
13475,5/6/2009,385680446,Star Trek,7.4,4574
13476,1/23/2004,16980098,Win a Date with Tad Hamilton!,5.5,163
13477,1/29/2010,36699403,When in Rome,5.7,389
13483,11/28/2007,14373825,Awake,6.3,403
13490,2/8/2008,43650785,Welcome Home Roscoe Jenkins,5.7,58
13493,3/7/2008,68397662,College Road Trip,5,91
13495,9/1/2006,23321954,Alatriste,5.6,62
13496,8/17/2001,13678913,American Outlaws,5.7,56
13497,12/13/2002,57588485,Drumline,6.2,118
13508,8/4/2006,1678874,Who Killed the Electric Car?,7.2,59
13509,8/14/1987,3769990,The Monster Squad,6.8,146
13510,9/12/2008,3983997,Eden Lake,6.7,415
13515,8/15/2008,72436439,Mirrors,6,494
13523,10/16/2008,18755936,Sex Drive,6,348
13532,2/6/2009,948753,Fanboys,6.1,320
13536,9/6/2002,22433915,City By The Sea,5.7,92
13537,11/14/2003,2944752,Shattered Glass,6.6,114
13550,3/27/1980,12000000,The Changeling,7,144
13572,2/27/2004,25195000,Twisted,5.3,127
13573,1/18/2003,343816,The United States of Leland,6.5,91
13596,9/19/2008,36620508,My Best Friends Girl,5.4,223
13597,6/27/1986,12729917,Labyrinth,7.1,618
13600,10/7/2008,17869048,City of Ember,6.2,614
13612,7/18/1980,41675194,Cheech & Chongs Next Movie,6.5,70
13614,9/21/2007,14723313,Katyn,6.7,50
13633,3/25/1983,9190819,Bad Boys,6.7,68
13635,10/22/2008,31055440,Mesrine: Killer Instinct,7.3,243
13637,9/15/2007,2725258,Sukiyaki Western Django,6.3,79
13649,8/17/2007,7000000,High School Musical 2,6.1,884
13665,7/17/1981,95461682,Arthur,6.5,125
13667,10/11/1985,10297601,Better Off Dead...,6.8,164
13668,10/20/2006,16158487,Catch and Release,5.8,109
13672,6/4/2008,276891,JCVD,6.6,155
13680,9/28/2007,147880543,The Game Plan,6,434
13685,2/21/1996,560069,Bottle Rocket,6.8,285
13688,1/30/2008,47301471,CJ7,6.1,110
13700,4/2/2004,103951461,Home on the Range,5.7,405
13702,9/12/2004,1914166,A Dirty Shame,5.4,65
13703,11/6/1987,12396383,Less Than Zero,6.1,77
13704,7/6/1988,22433275,License to Drive,6.1,100
13715,4/18/1986,2347000,At Close Range,6.7,67
13751,4/28/2006,18948425,Akeelah and the Bee,6.7,85
13763,7/27/1984,68392977,Purple Rain,6.6,91
13764,10/29/1985,23717291,Santa Claus: The Movie,6.1,58
13766,6/6/1986,9697739,SpaceCamp,5.8,60
13767,11/1/2006,84500122,The Santa Clause 3: The Escape Clause,5,241
13768,10/11/2002,19158074,Tuck Everlasting,6.4,133
13788,1/9/2009,76514050,The Unborn,4.8,373
13804,4/2/2009,363164265,Fast & Furious,6.5,2426
13805,8/29/2008,14109284,Disaster Movie,3.1,250
13809,9/4/2008,25739015,RockNRolla,6.9,851
13811,3/19/2009,155446362,Knowing,5.9,1528
13812,10/10/2008,40855419,Quarantine,5.6,343
13813,12/31/2008,51155219,Defiance,6.7,580
13820,2/20/1984,2300000,Repo Man,6.7,146
13825,10/21/2008,558000,The Lazarus Project,6,116
13836,3/12/2009,106303988,Race to Witch Mountain,5.4,520
13852,4/10/1997,861789,The Castle,7.4,69
13885,12/20/2007,152000000,Sweeney Todd: The Demon Barber of Fleet Street,7,1745
13888,8/2/1991,2807854,Return to the Blue Lagoon,5.2,156
13909,10/22/1949,5400000,She Wore a Yellow Ribbon,7.1,61
13910,9/13/2007,8380329,Death Defying Acts,5.5,59
13920,10/24/2003,52277485,Radio,6.8,146
13922,8/12/2005,10166502,The Great Raid,6.8,91
13937,8/7/1992,37170057,Raising Cain,5.9,66
13938,3/22/1985,25754284,The Last Dragon,6.4,71
13939,7/24/1974,22000000,Death Wish,7,165
13944,9/26/2008,2000000,Passengers,5.7,214
13950,3/8/2002,25482931,All About the Benjamins,5.9,52
13963,5/1/1978,321952,The Last Waltz,7.9,64
13967,12/3/2006,35078241,Miss Potter,6.3,143
13971,1/1/2008,21972336,Wild Child,6.4,421
13972,9/12/2008,50007546,The Women,4.6,96
13973,9/26/2008,3830137,Choke,6,128
13990,7/3/2008,2899975,The Wackness,6.2,95
13996,8/6/2008,4040588,Bottle Shock,6.6,60
13997,2/1/1996,32,Black Sheep,6,124
14001,3/16/2007,22217407,Dead Silence,6.2,533
14011,2/26/2008,5231128,Justice League: The New Frontier,6.6,115
14012,10/20/2006,21000000,Flicka,6.1,52
14013,7/28/1998,7027290,BASEketball,5.9,150
14024,8/10/2004,14867514,Raise Your Voice,6,221
14047,12/27/2007,30226144,The Great Debaters,6.9,153
14048,7/25/2008,2957978,Man on Wire,7.5,282
14054,3/7/2008,414404,Snow Angels,6.3,50
14055,9/13/2006,21,Starter for 10,6.7,131
14069,7/15/2006,3800000,The Girl Who Leapt Through Time,7.8,435
14070,12/25/2008,76000000,Ghajini,6.9,84
14073,2/15/2008,13000000,Jodhaa Akbar,7.6,74
14097,9/19/2005,24000000,9th Company,6.8,65
14112,10/18/2002,2062066,Auto Focus,6.1,56
14113,8/11/2006,12506188,Zoom,4.9,140
14125,3/9/2007,2626800,Captivity,4.4,134
14139,9/20/2007,553198,Timecrimes,7,313
14144,8/8/2007,18197398,Daddy Day Camp,4.4,94
14160,5/13/2009,735099082,Up,7.8,7048
14161,10/10/2009,769653595,2012,5.6,4994
14163,8/10/2007,19300000,Chak De! India,6.8,69
14175,3/25/2005,19478106,Valiant,5.2,239
14177,6/2/2005,36351350,Beauty Shop,5.4,118
14181,2/18/2000,28780255,Boiler Room,6.5,202
14191,3/3/2006,23006849,Aquamarine,5.8,372
14194,11/24/2006,46396427,Dhoom 2,5.9,69
14199,6/10/2005,69425966,The Adventures of Sharkboy and Lavagirl,4.4,278
14220,2/1/2008,6575282,Strange Wilderness,4.7,70
14237,4/22/1994,4352094,Brainscan,6,58
14239,7/10/1992,14110589,Cool World,4.9,135
14248,9/19/2008,30000000,Igor,5.6,154
14249,2/16/1990,15645616,Revenge,6,89
14254,1/30/2009,41624046,The Uninvited,6.3,424
14275,9/12/1994,7830611,Hoop Dreams,7.7,91
14283,9/10/1998,9495408,The Red Violin,7.2,101
14289,9/5/1997,16000000,Fire Down Below,5,91
14291,8/13/1993,7266383,Searching for Bobby Fischer,7.3,100
14292,2/6/2004,64445708,Miracle,7,162
14301,7/15/2008,3,Dr. Horribles Sing-Along Blog,7.8,236
14306,12/25/2008,244082376,Marley & Me,6.9,1392
14313,9/28/2007,5741608,Feast of Love,5.9,53
14324,12/17/2007,5410749,Virgin Territory,4.3,75
14325,10/10/2008,9793496,The Express,7.1,71
14326,9/26/2008,84375061,Nights in Rodanthe,5.9,160
14337,10/8/2004,424760,Primer,6.9,671
14353,7/18/2008,188126,Repo! The Genetic Opera,6.7,103
14359,11/27/2008,50907234,Doubt,7,445
14361,9/18/1992,22518097,Captain Ron,5.6,90
14362,4/12/1991,39673161,Out for Justice,5.9,113
14367,7/1/1987,34368475,Adventures in Babysitting,6.6,169
14369,11/21/2001,14782676,Out Cold,5.8,53
14370,8/7/1985,13000000,Real Genius,6.6,121
14372,3/17/1989,15704614,Leviathan,6,125
14373,2/20/1982,45000000,Death Wish 2,6.1,74
14375,9/30/2005,4851244,Romanzo criminale,7.3,112
14396,1/5/2007,10337477,Code Name: The Cleaner,4.7,78
14397,11/27/2007,5285197,Whisper,6.2,62
14405,10/3/2008,149281606,Beverly Hills Chihuahua,4.9,217
14410,1/16/2009,43051547,Notorious,6.6,163
14411,7/2/2003,26288320,Sinbad: Legend of the Seven Seas,6.6,386
14412,8/28/1981,24058838,Body Heat,7.1,128
14429,10/1/1999,22593409,Drive Me Crazy,5.8,62
14433,1/22/1964,8000000,Zulu,7.4,137
14434,3/16/2007,13196245,I Think I Love My Wife,5,56
14435,1/16/2009,100734718,My Bloody Valentine,5.3,303
14438,9/26/2008,33456317,Fireproof,7,100
14442,4/9/2004,27388767,Ella Enchanted,5.9,454
14444,11/20/1998,100491683,The Rugrats Movie,5.8,149
14451,1/9/2009,1984662,Dead Snow,6.1,313
14456,8/16/2007,4910682,Shrooms,4.8,99
14462,7/30/2004,96105964,The Manchurian Candidate,6.2,401
14475,7/11/1980,11715321,Used Cars,6.3,71
14506,12/7/1988,8083123,The Adventures of Baron Munchausen,6.9,185
14510,6/5/1986,1261000,From Beyond,6.5,105
14517,1/25/2005,866999,Mirrormask,6.6,107
14534,9/17/1993,22750363,Rudy,7.2,187
14536,1/30/2009,29010817,New in Town,5.2,99
14550,4/7/1989,28890240,The Dream Team,6,60
14554,1/7/1955,3788000,Bad Day at Black Rock,7,88
14560,1/15/2009,183293131,Paul Blart: Mall Cop,5.2,807
14564,2/1/2017,83080890,Rings,4.8,1075
14574,5/7/2008,20416563,The Boy in the Striped Pyjamas,7.7,1492
14609,2/21/2006,6700000,Ultimate Avengers,6.5,85
14611,8/8/2006,7900000,Ultimate Avengers 2,6.4,68
14623,7/23/2004,28283637,Thunderbirds,4.2,92
14628,3/17/1989,35150960,Fletch Lives,5.8,98
14635,3/25/2002,75597042,The Rookie,6.5,112
14636,4/27/2007,8642858,The Condemned,5.8,219
14637,12/19/2008,186702,Nothing But the Truth,6.9,134
14671,7/22/1987,35114428,Summer School,6.3,68
14684,9/18/1992,14715067,School Ties,6.3,97
14729,5/12/1980,15795189,The Long Riders,6.6,50
14736,4/21/2000,27728118,Love & Basketball,7.5,93
14746,6/1/1984,8089290,Streets of Fire,6.6,105
14748,10/28/2007,1200398,Boy A,7.1,155
14752,7/24/2001,4099000,Dil Chahta Hai,7.1,71
14756,12/12/2008,21888598,Ip Man,7.5,1309
14761,4/26/2006,163000,Cocaine Cowboys,7.5,56
14784,1/3/2008,3669465,The Fall,7.7,430
14794,12/19/1968,500000,If....,7.2,80
14811,11/3/1971,83304330,Fiddler on the Roof,7.4,136
14813,10/19/1983,21000000,Mickeys Christmas Carol,7.6,167
14819,2/17/1995,17689177,Heavyweights,6,97
14821,3/21/1975,20000000,Escape to Witch Mountain,6.5,60
14836,2/5/2009,124596398,Coraline,7.3,1432
14844,1/9/2004,12,Chasing Liberty,6.1,154
14846,8/6/2004,22034832,Little Black Book,5.2,114
14854,4/14/1983,12232628,Lone Wolf McQuade,5.5,67
14869,8/4/2009,302469017,G.I. Joe: The Rise of Cobra,5.6,1988
14873,2/7/2003,135680000,The Jungle Book 2,5.6,278
14881,7/14/1972,6330000,Joe Kidd,6.4,76
14919,12/25/1993,5617391,Batman: Mask of the Phantasm,7.4,218
14924,11/7/1986,2826523,Sid & Nancy,7,106
14926,8/15/2003,37095657,Uptown Girls,6.1,193
14940,9/9/2008,165888,Gigantic,5.8,51
15019,5/11/2007,9576495,I Could Never Be Your Woman,5.7,94
15028,3/17/2002,38793283,Clockstoppers,4.9,90
15037,6/12/1998,25605015,Cant Hardly Wait,6.1,122
15050,9/30/1983,10219460,Brainstorm,6.3,65
15070,8/23/2002,12398628,Undisputed,6.1,141
15092,4/16/2009,34560577,Crank: High Voltage,5.9,878
15121,3/2/1965,286214286,The Sound of Music,7.4,966
15137,9/1/2007,223839,Evangelion: 1.0: You Are (Not) Alone,7.4,132
15138,8/25/1989,793775,Little Monsters,5.6,53
15139,11/23/1994,13670688,The Pagemaster,6.2,178
15143,2/27/1987,18553948,Some Kind of Wonderful,6.9,104
15144,5/4/1984,23686027,Sixteen Candles,6.9,455
15158,7/8/1988,7282851,Phantasm II,6.3,97
15159,2/6/2009,75871032,The Pink Panther 2,5.4,323
15189,1/16/2009,73034460,Hotel for Dogs,5.7,205
15196,12/13/1985,14643997,Clue,7.1,377
15206,9/6/2007,54947,The Mother of Tears,4.1,135
15213,9/15/2006,16627188,Everyones Hero,5.9,55
15268,2/27/2009,12764201,Street Fighter: The Legend of Chun-Li,3.9,113
15301,6/24/1983,29450919,Twilight Zone: The Movie,6.2,164
15357,2/18/2009,8786375,District 13: Ultimatum,6,323
15370,7/19/2002,522911,The Cat Returns,7.2,364
15373,2/3/2008,92380927,Role Models,6.4,575
15379,11/16/1984,22812411,Missing in Action,5.2,107
15383,9/10/1969,741766,Army of Shadows,7.8,117
15384,1/7/2009,121059225,Red Cliff Part II,7.1,110
15392,3/14/1986,5738952,Crossroads,6.9,66
15393,11/3/1971,10600000,Play Misty for Me,6.5,102
15413,6/7/1991,25196249,Dont Tell Mom the Babysitters Dead,5.8,108
15417,12/19/1978,85,Every Which Way But Loose,6.2,126
15472,2/27/2009,104345682,The Girl with the Dragon Tattoo,7.4,1020
15487,9/30/2005,15431177,The Greatest Game Ever Played,6.9,112
15512,3/19/2009,381509870,Monsters vs Aliens,6,1464
15566,9/21/2004,14793624,Surviving Christmas,5.1,107
15573,1/13/1972,7500000,The Cowboys,7,60
15577,2/27/2009,1037335,Crossing Over,6.2,95
15592,12/21/1988,57041866,Beaches,6.5,65
15596,6/13/1986,91258000,Back to School,6.4,113
15600,2/12/1982,14000000,Missing,7.2,81
15613,3/12/1993,19724334,Fire in the Sky,6.5,128
15644,9/3/2004,16605763,Paparazzi,5.8,52
15647,4/21/2001,10013424,Kissing Jessica Stein,5.9,50
15655,2/11/2000,45554533,The Tigger Movie,6.3,146
15664,1/23/2006,2043704,Right at Your Door,5.8,65
15668,8/8/1980,22471595,Xanadu,5.2,62
15670,2/16/2009,90508336,Madea Goes to Jail,6.4,52
15691,3/31/1996,42000000,Doctor Who,6,64
15708,7/10/2003,819939,Latter Days,6.8,57
15723,4/28/2000,3728888,The Big Kahuna,6.8,91
15739,6/18/1982,57059003,Annie,6.2,203
15745,7/13/2001,5476060,Made,6.3,55
15764,12/8/1982,30036000,Sophies Choice,7.4,149
15785,11/12/1987,14000,Cherry 2000,6,67
15789,4/7/1995,35348597,A Goofy Movie,6.7,404
15860,7/27/2006,8685526,Dragon Tiger Gate,6.7,55
15919,4/11/1955,3000000,Marty,7.2,75
15927,12/14/1984,27187653,A Passage to India,6.8,69
16007,6/17/2006,27793200,Death Note,6.8,163
16052,3/21/1997,60000000,Selena,7.1,115
16070,1/26/2006,302179,This Film Is Not Yet Rated,7.3,118
16085,9/19/1968,52223306,Funny Girl,6.9,90
16094,3/9/1990,26386000,House Party,6.1,52
16113,2/14/1986,17768900,The Delta Force,5.2,98
16121,5/28/1980,7206220,The Big Red One,6.8,83
16136,1/17/1992,20146880,Juice,7,103
16140,10/28/2006,50710400,Death Note: The Last Name,6.7,113
16148,1/30/1998,1980338,Zero Effect,6,56
16161,6/27/2001,29381649,Baby Boy,7.3,57
16164,11/13/2008,2960993,Killshot,5.9,80
16172,2/5/1999,4398989,Simply Irresistible,5.5,52
16232,6/15/2004,21800302,Mr. 3000,5,66
16235,9/24/1982,12534817,Amityville II: The Possession,5.9,59
16248,6/14/1985,7840873,D.A.R.Y.L.,6.2,81
16279,1/18/2008,900689,The Great Buck Howard,6,86
16281,11/12/1982,21028755,Creepshow,6.7,228
16288,5/1/1987,14000000,Creepshow 2,5.9,133
16290,10/15/2010,117224271,Jackass 3D,6.4,434
16320,8/25/2005,38869464,Serenity,7.4,1287
16325,2/27/2009,500154,Echelon Conspiracy,5.4,110
16337,8/22/1986,8025872,The Texas Chainsaw Massacre 2,5.8,142
16340,9/14/2000,103,Rugrats in Paris: The Movie,6,101
16353,12/4/2008,8936663,Ong Bak 2,5.9,156
16367,8/30/2005,8895428,Kinky Boots,6.3,89
16406,8/4/1999,27500000,Dick,5.7,67
16409,12/25/2008,14879423,Last Chance Harvey,6.1,69
16436,10/23/2008,927704,North Face,7.4,77
16441,8/20/1982,14056528,The Beastmaster,6,99
16520,6/29/1956,21300000,The King and I,7.3,103
16523,10/16/2009,100086793,Where the Wild Things Are,6.4,580
16553,9/30/2005,1117920,Little Manhattan,6.9,181
16558,3/19/2009,60000000,Duplicity,5.7,203
16562,3/27/1992,25105517,The Cutting Edge,6.6,59
16563,7/22/1954,5000000,Seven Brides for Seven Brothers,7.1,117
16564,11/17/2008,530048,Winter in Wartime,6.8,66
16577,10/15/2009,44091067,Astro Boy,6.1,420
16608,10/6/2005,5048693,The Proposition,7.1,221
16614,4/3/2009,17164377,Adventureland,6.4,748
16617,5/7/2004,21148829,Mindhunters,6.3,339
16620,7/24/1987,54215416,La Bamba,6.8,120
16643,4/26/2002,16872671,Life or Something Like It,5.7,126
16646,5/22/2002,6723732,Russian Ark,7.2,102
16690,2/14/2002,109862682,Return to Never Land,6.1,304
16723,1/24/2001,13276953,Sugar & Spice,5.7,60
16727,9/2/2006,20138836,The Namesake,6.8,50
16729,3/12/2004,11837022,Dont Move,7,51
16769,3/7/1980,67182787,Coal Miners Daughter,7.2,67
16780,1/1/1994,185898,Texas Chainsaw Massacre: The Next Generation,3.9,96
16781,2/24/2006,57231524,Madeas Family Reunion,6,77
16784,2/24/2004,14000000,Welcome to Mooseport,4.8,54
16804,9/13/2008,69932387,Departures,7.7,202
16858,12/20/1979,37823676,All That Jazz,7.3,88
16859,7/29/1989,18172849,Kikis Delivery Service,7.6,768
16866,11/19/2009,104945765,Planet 51,5.6,573
16869,8/18/2009,319131050,Inglourious Basterds,7.9,6598
16871,3/15/2009,90810892,Drag Me to Hell,6.2,995
16873,9/6/2007,6101046,Battle for Terra,6,98
16889,7/10/1987,22642033,Revenge of the Nerds II: Nerds in Paradise,5.5,71
16941,8/29/2003,4856298,Intermission,6.4,51
16991,4/10/2009,24007324,Observe and Report,5.6,229
16995,4/17/2009,87784194,State of Play,6.7,489
16996,3/11/2009,136267476,17 Again,6.1,1388
17047,6/24/2004,28818995,Agent Cody Banks 2: Destination London,5.2,145
17058,12/28/1945,2948386,Scarlet Street,7.7,70
17102,1/9/1966,364937,Dracula: Prince of Darkness,6.1,54
17108,2/7/2008,22896728,Kung Fu Dunk,5,50
17127,4/17/1998,46905889,The Object of My Affection,5.6,75
17130,2/15/2002,61141030,Crossroads,4.7,161
17134,3/19/2009,17280326,12 Rounds,5.7,223
17159,11/25/1987,50504655,Eddie Murphy Raw,7.4,106
17169,12/17/1980,70687344,Any Which Way You Can,6.1,95
17264,10/17/1979,37799643,The Black Stallion,7,59
17295,9/8/1966,921548,The Battle of Algiers,7.8,167
17332,4/24/2009,31720158,The Soloist,6.6,237
17335,4/24/2009,73830340,Obsessed,5.1,138
17336,4/24/2009,32474120,Fighting,5.5,198
17339,11/1/1978,7230000,Force 10 from Navarone,6.4,94
17360,6/17/1981,27453418,Escape to Victory,6.7,163
17379,1/13/2006,38399961,Last Holiday,6.4,123
17431,6/12/2009,9760104,Moon,7.6,1831
17436,11/5/2008,382174,The Informers,4.4,60
17443,10/19/1979,33300000,...And Justice for All,7.1,118
17466,9/14/1990,16853487,Death Warrant,5.4,117
17474,9/30/1991,2853801,The Man in the Moon,7.1,56
17478,8/27/2004,12000000,Dhoom,6.2,53
17494,6/26/1992,57138719,Unlawful Entry,5.8,63
17529,6/11/1969,14250000,True Grit,7.3,205
17532,4/28/2009,4100000,S. Darko,3.6,124
17578,10/25/2011,371940071,The Adventures of Tintin,6.7,2095
17585,4/15/1994,7690013,Surviving the Game,6.1,53
17606,12/25/2008,1143856,The Other Man,5.1,58
17609,5/18/2009,791867,Antichrist,6.4,687
17610,6/18/2009,62357900,Year One,4.6,538
17654,8/5/2009,210819611,District 9,7.3,3451
17680,1/20/2009,1007962,The Girlfriend Experience,5.2,83
17689,12/21/1977,26414658,The Gauntlet,6.6,121
17692,3/16/1983,87987055,Jaws 3-D,4.2,266
17707,8/13/1999,13000000,Brokedown Palace,6.2,115
17708,10/12/2001,23978402,Corky Romano,4.1,54
17711,6/30/2000,35134820,The Adventures of Rocky & Bullwinkle,3.9,89
17809,12/22/1994,1907743,Fist of Legend,7.4,118
17813,6/16/2003,15368897,Alex & Emma,5,71
17824,5/3/1985,331816,Private Resort,5.5,54
17880,2/18/2005,32645546,Because of Winn-Dixie,6.1,63
17897,12/20/1973,11000000,The Golden Voyage of Sinbad,6.4,54
17917,9/26/1968,37402877,Oliver!,7,106
17927,2/20/2009,18599102,Fired Up!,6,194
17979,11/4/2009,325233863,A Christmas Carol,6.6,1137
18009,4/7/1994,2260622,Leprechaun 2,4.8,51
18032,9/6/2008,7070330,The Secret of Moonacre,6.2,112
18041,4/21/2000,5108820,Gossip,5.6,70
18086,4/7/1988,2983784,Fright Night Part 2,6.4,81
18126,4/10/2009,155545279,Hannah Montana: The Movie,6,465
18129,9/14/1990,13446769,The Grifters,6.5,112
18162,6/5/2009,68688831,Land of the Lost,5.4,387
18169,7/2/1986,38702310,About Last Night...,5.6,51
18172,10/21/1983,17233166,All the Right Moves,5.5,78
18176,1/17/2008,69564,Assassination of a High School President,6.1,96
18183,4/16/1992,21665468,Like Water for Chocolate,6.6,70
18196,1/7/1977,3,The Sentinel,6.3,53
18197,9/7/1988,2835116,Running on Empty,7.4,59
18215,6/18/1993,1796389,Boxing Helena,4.5,59
18239,3/15/2009,709827462,The Twilight Saga: New Moon,5.6,2518
18240,6/1/2009,317375031,The Proposal,6.7,1858
18254,12/25/1981,40382659,Reds,7.1,70
18311,12/15/1990,141864,Days of Being Wild,7.3,85
18320,3/4/2009,27409889,The Young Victoria,7.1,330
18360,5/20/2009,413106170,Night at the Museum: Battle of the Smithsonian,5.9,2026
18402,8/4/1995,50892160,Something to Talk About,5.7,60
18405,3/13/2009,32721635,The Last House on the Left,6.2,449
18410,4/17/1987,18532286,Project X,6.2,77
18462,11/16/1984,14418922,Night of the Comet,6.1,94
18476,2/6/2009,1017401,Horsemen,5.5,124
18487,6/11/2009,150166126,The Taking of Pelham 1 2 3,6.2,971
18491,7/19/1997,20000000,The End of Evangelion,8.1,124
18498,11/8/1984,35000000,Ghoulies,4.2,58
18501,9/3/2009,40828540,Gamer,5.6,778
18533,10/9/2008,2260712,Bronson,6.9,756
18573,4/10/1953,23800000,House of Wax,7,75
18615,8/30/2006,2281089,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
18736,4/25/2003,55534455,The Lizzie McGuire Movie,5.8,292
18764,1/15/1992,8359717,Twin Dragons,6.2,72
18781,3/27/2009,77527732,The Haunting in Connecticut,6,317
18785,6/5/2009,459270619,The Hangover,7.2,6324
18823,4/1/2010,232713139,Clash of the Titans,5.6,2280
18890,11/24/1993,9317021,Were Back! A Dinosaurs Story,5.8,109
18892,1/30/1999,3076820,Jawbreaker,5.9,93
18900,12/14/1967,13007551,In Cold Blood,7.4,83
18925,9/29/2006,10178331,Facing the Giants,6.6,64
18937,5/15/1998,38172500,Quest for Camelot,6.9,193
18947,4/1/2009,36348784,The Boat That Rocked,7.2,678
19042,3/29/1996,8620678,All Dogs Go to Heaven 2,5,50
19053,4/8/1983,17343596,Valley Girl,6.2,61
19064,11/15/1985,10000000,Once Bitten,5.3,75
19124,8/17/1989,2692037,Blind Fury,6.2,88
19158,10/26/1990,11582891,Graveyard Shift,4.5,52
19185,10/18/1990,5835247,Night of the Living Dead,6.7,198
19200,12/5/1991,2735731,Shadows and Fog,7,80
19255,6/5/2009,14899417,Away We Go,6.7,189
19265,6/19/2009,35097815,Whatever Works,6.8,365
19382,3/25/1988,51684798,Biloxi Blues,6.4,72
19384,1/26/1990,9229401,Dark Angel,5.5,75
19404,10/20/1995,100000000,Dilwale Dulhania Le Jayenge,9.1,661
19405,1/27/2001,44460850,Recess: Schools Out,6.6,68
19426,10/3/1957,752045,Nights of Cabiria,7.9,122
19585,7/21/2009,292817841,G-Force,5.1,519
19666,6/15/2001,8100000,Lagaan: Once Upon a Time in India,7.2,125
19698,6/24/1983,33759266,Porkys II: The Next Day,5.2,61
19703,9/5/2008,3500000,A Wednesday!,7,61
19833,1/22/2009,6149791,In the Loop,7,194
19898,9/8/2009,20645327,Pandorum,6.5,783
19899,9/19/2009,171844840,Couples Retreat,5.3,601
19901,1/6/2009,51416464,Daybreakers,6,646
19908,10/7/2009,102391382,Zombieland,7.2,3655
19912,8/26/2009,186167139,The Final Destination,5.4,851
19913,7/17/2009,60722734,(500) Days of Summer,7.2,2993
19918,1/16/2009,12032983,Spread,5.2,272
19959,9/24/2009,122444772,Surrogates,5.9,1219
19994,9/18/2009,31556061,Jennifers Body,5.3,858
19995,12/10/2009,2787965087,Avatar,7.2,12114
19997,1/26/1953,8500000,Niagara,6.7,84
20009,2/1/2002,6413915,Slackers,5.4,60
20024,12/3/1999,10827816,The End of the Affair,6.6,56
20048,2/5/2009,108332743,Confessions of a Shopaholic,6.1,787
20108,5/25/1966,39388,Au Hasard Balthazar,7.8,74
20178,8/20/2009,295750,Worlds Greatest Dad,6.5,181
20187,5/21/1975,14200000,The Eiger Sanction,6.2,91
20283,5/24/1979,20000000,Breaking Away,7.4,80
20329,1/31/2008,30231200,L: Change the World,5.9,74
20352,7/8/2010,543513985,Despicable Me,7.1,6595
20391,10/15/1969,31678778,Paint Your Wagon,6.3,65
20453,12/23/2009,70000000,3 Idiots,7.8,850
20481,2/16/1990,8862354,Nightbreed,6.4,106
20483,2/6/2004,16702864,Catch That Kid,5,78
20504,1/14/2010,157107755,The Book of Eli,6.6,2207
20526,12/10/2010,400062763,TRON: Legacy,6.3,2895
20533,6/18/2010,10539000,Jonah Hex,4.5,427
20616,9/6/2002,34411240,Swimfan,5,71
20649,9/15/1995,13071518,Clockers,6.8,69
20662,5/12/2010,310669540,Robin Hood,6.2,1434
20697,4/7/2000,12372410,Ready to Rumble,4.7,51
20701,5/3/1990,16324573,Tales from the Darkside: The Movie,5.8,92
20714,6/6/2007,7537453,12,6.6,54
20737,8/1/1997,23144499,Air Bud,5.3,108
20761,12/25/1999,8434146,Play It to the Bone,5.7,53
20763,2/21/1992,4651977,Radio Flyer,6.6,54
20766,11/25/2009,27635305,The Road,6.8,1113
20770,9/12/1999,2600000,But Im a Cheerleader,6.5,101
20829,7/31/2009,61458982,Funny People,5.6,398
20856,7/31/2009,57881056,Aliens in the Attic,5.3,254
20857,9/14/2001,40222729,Hardball,6.3,126
20943,7/24/2009,205298907,The Ugly Truth,6.4,1005
21032,12/22/1995,11348324,Balto,7.1,423
21191,3/20/2009,5101756,Sin Nombre,7.3,139
21208,7/24/2009,41596251,Orphan,6.7,1296
21301,1/20/2004,65070412,Barbershop 2:  Back in Business,5.7,77
21334,8/1/1997,900000,Children of Heaven,7.8,113
21345,4/22/2009,10652498,City of Life and Death,7.6,55
21349,11/12/1999,18653615,Anywhere But Here,5.9,67
21362,11/18/1988,7399763,High Spirits,5.6,57
21407,7/9/2009,114000000,The Collector,6.3,365
21427,3/29/2006,29326868,The Valet,6,131
